Stock_ID,Medicine_ID,Medicine_Name,Batch_Number,Quantity,Reorder_Level,Stock_Status,Expiry_Date,Supplier,Purchase_Price_INR,Storage_Location,Last_Updated
STK00358,MED00358,Losartan 50mg,BAT240692,350,67,In Stock,2028-03-17,Wellness Distributors,44.08,Rack-13 / Shelf-3,2025-12-23
STK00359,MED00359,Rabeprazole 20mg,BAT258107,359,47,In Stock,2027-01-18,Apollo Distributors,311.06,Rack-20 / Shelf-6,2026-02-01
STK00360,MED00360,Salbutamol 4mg,BAT254404,99,41,In Stock,2026-10-28,MedPlus Wholesale,168.57,Rack-19 / Shelf-1,2026-04-06
STK00361,MED00361,Paracetamol 500mg,BAT257670,211,67,In Stock,2028-04-02,Apollo Distributors,693.73,Rack-1 / Shelf-4,2025-06-10
STK00362,MED00362,Amoxicillin 250mg,BAT241956,29,24,In Stock,2027-01-06,Wellness Distributors,132.97,Rack-2 / Shelf-6,2026-02-02
STK00363,MED00363,Cetirizine 10mg,BAT248103,308,61,In Stock,2027-06-25,MedPlus Wholesale,427.44,Rack-16 / Shelf-2,2025-08-29
STK00364,MED00364,Ibuprofen 400mg,BAT248298,39,24,In Stock,2028-03-08,MedPlus Wholesale,350.49,Rack-12 / Shelf-4,2025-12-16
STK00365,MED00365,Omeprazole 20mg,BAT252123,365,39,In Stock,2028-11-05,City Medical Supply,210.54,Rack-8 / Shelf-5,2026-02-18
STK00366,MED00366,Metformin 500mg,BAT256596,357,54,In Stock,2026-12-14,Apollo Distributors,247.87,Rack-14 / Shelf-8,2026-03-10
STK00367,MED00367,Azithromycin 500mg,BAT244593,40,33,In Stock,2029-01-07,City Medical Supply,167.53,Rack-18 / Shelf-4,2026-05-30
STK00368,MED00368,Pantoprazole 40mg,BAT244751,190,66,In Stock,2026-10-05,MedPlus Wholesale,491.25,Rack-15 / Shelf-2,2026-07-21
STK00369,MED00369,Amlodipine 5mg,BAT241206,255,73,In Stock,2027-06-02,HealthKart Pharma,415.06,Rack-10 / Shelf-2,2026-07-01
STK00370,MED00370,Atorvastatin 10mg,BAT260080,142,74,In Stock,2027-09-27,Wellness Distributors,21.04,Rack-13 / Shelf-7,2025-12-16
STK00371,MED00371,Montelukast 10mg,BAT246841,22,34,Low Stock,2027-09-22,MedPlus Wholesale,464.67,Rack-18 / Shelf-1,2025-08-27
STK00372,MED00372,Levocetirizine 5mg,BAT257845,156,22,In Stock,2028-10-19,HealthKart Pharma,656.56,Rack-20 / Shelf-6,2025-04-15
STK00373,MED00373,Vitamin D3 60000IU,BAT248702,424,78,In Stock,2028-12-06,City Medical Supply,157.85,Rack-1 / Shelf-6,2025-07-25
STK00374,MED00374,ORS Sachet,BAT254323,424,59,In Stock,2027-11-10,Apollo Distributors,566.72,Rack-18 / Shelf-7,2025-03-31
STK00375,MED00375,Dolo 650mg,BAT249518,369,79,In Stock,2028-02-28,Wellness Distributors,301.29,Rack-19 / Shelf-5,2026-05-09
STK00376,MED00376,Cough Syrup 100ml,BAT255413,491,44,In Stock,2028-10-01,MedPlus Wholesale,99.26,Rack-1 / Shelf-5,2025-06-17
STK00377,MED00377,Calcium 500mg,BAT249091,349,80,In Stock,2026-11-25,MedPlus Wholesale,541.77,Rack-10 / Shelf-6,2025-10-12
STK00378,MED00378,Losartan 50mg,BAT260270,202,22,In Stock,2027-06-06,HealthKart Pharma,193.97,Rack-9 / Shelf-1,2026-05-29
STK00379,MED00379,Rabeprazole 20mg,BAT250618,157,56,In Stock,2029-01-02,HealthKart Pharma,594.53,Rack-15 / Shelf-8,2026-07-23
STK00380,MED00380,Salbutamol 4mg,BAT255384,225,20,In Stock,2026-10-06,HealthKart Pharma,340.3,Rack-18 / Shelf-4,2026-01-03
STK00381,MED00381,Paracetamol 500mg,BAT242706,29,57,Low Stock,2027-06-09,City Medical Supply,389.6,Rack-3 / Shelf-8,2026-04-30
STK00382,MED00382,Amoxicillin 250mg,BAT249148,132,69,In Stock,2027-05-22,Wellness Distributors,96.04,Rack-6 / Shelf-3,2025-05-11
STK00383,MED00383,Cetirizine 10mg,BAT241724,316,61,In Stock,2027-04-25,Apollo Distributors,460.98,Rack-6 / Shelf-8,2025-10-08
STK00384,MED00384,Ibuprofen 400mg,BAT258234,162,22,In Stock,2028-09-02,MedPlus Wholesale,50.08,Rack-9 / Shelf-5,2026-07-23
STK00385,MED00385,Omeprazole 20mg,BAT251678,347,74,In Stock,2028-03-05,Apollo Distributors,423.6,Rack-12 / Shelf-2,2026-06-22
STK00386,MED00386,Metformin 500mg,BAT243808,259,48,In Stock,2028-02-04,Apollo Distributors,171.99,Rack-11 / Shelf-6,2025-06-02
STK00387,MED00387,Azithromycin 500mg,BAT253730,421,63,In Stock,2026-11-11,Wellness Distributors,614.09,Rack-5 / Shelf-1,2026-02-14
STK00388,MED00388,Pantoprazole 40mg,BAT251905,310,70,In Stock,2027-08-08,Wellness Distributors,629.0,Rack-12 / Shelf-8,2025-04-05
STK00389,MED00389,Amlodipine 5mg,BAT260478,498,38,In Stock,2026-09-30,MedPlus Wholesale,262.86,Rack-10 / Shelf-3,2025-04-21
STK00390,MED00390,Atorvastatin 10mg,BAT243581,302,21,In Stock,2028-05-14,MedPlus Wholesale,567.16,Rack-17 / Shelf-6,2025-04-06
STK00391,MED00391,Montelukast 10mg,BAT259193,110,44,In Stock,2026-10-02,MedPlus Wholesale,271.71,Rack-3 / Shelf-2,2025-03-28
STK00392,MED00392,Levocetirizine 5mg,BAT258627,478,34,In Stock,2028-01-27,City Medical Supply,444.18,Rack-14 / Shelf-2,2025-05-24
STK00393,MED00393,Vitamin D3 60000IU,BAT241785,449,53,In Stock,2028-05-12,Wellness Distributors,464.16,Rack-17 / Shelf-8,2026-02-19
STK00394,MED00394,ORS Sachet,BAT258949,137,32,In Stock,2027-06-26,MedPlus Wholesale,235.45,Rack-12 / Shelf-4,2025-12-10
STK00395,MED00395,Dolo 650mg,BAT243881,161,67,In Stock,2028-08-08,MedPlus Wholesale,315.95,Rack-14 / Shelf-6,2026-06-21
STK00396,MED00396,Cough Syrup 100ml,BAT256668,180,55,In Stock,2026-11-16,HealthKart Pharma,460.1,Rack-20 / Shelf-4,2025-12-14
STK00397,MED00397,Calcium 500mg,BAT247628,402,46,In Stock,2028-04-04,MedPlus Wholesale,648.6,Rack-8 / Shelf-7,2025-08-20
STK00398,MED00398,Losartan 50mg,BAT244626,299,62,In Stock,2028-05-11,HealthKart Pharma,558.73,Rack-11 / Shelf-6,2026-06-01
STK00399,MED00399,Rabeprazole 20mg,BAT253896,41,46,Low Stock,2028-01-29,MedPlus Wholesale,406.6,Rack-7 / Shelf-3,2025-05-09
STK00400,MED00400,Salbutamol 4mg,BAT245564,232,20,In Stock,2026-12-31,Wellness Distributors,190.26,Rack-18 / Shelf-8,2025-07-16
STK00401,MED00401,Paracetamol 500mg,BAT241216,51,28,In Stock,2028-12-30,Wellness Distributors,24.56,Rack-6 / Shelf-2,2026-05-25
STK00402,MED00402,Amoxicillin 250mg,BAT257444,263,75,In Stock,2027-10-01,Wellness Distributors,253.22,Rack-13 / Shelf-4,2025-08-01
STK00403,MED00403,Cetirizine 10mg,BAT251136,150,27,In Stock,2028-12-21,HealthKart Pharma,417.3,Rack-20 / Shelf-2,2025-07-27
STK00404,MED00404,Ibuprofen 400mg,BAT251731,23,24,Low Stock,2027-12-02,Wellness Distributors,444.54,Rack-14 / Shelf-5,2025-07-09
STK00405,MED00405,Omeprazole 20mg,BAT244510,244,64,In Stock,2028-09-19,MedPlus Wholesale,508.81,Rack-19 / Shelf-2,2026-05-15
STK00406,MED00406,Metformin 500mg,BAT259549,458,20,In Stock,2028-04-28,HealthKart Pharma,474.34,Rack-15 / Shelf-7,2026-02-17
STK00407,MED00407,Azithromycin 500mg,BAT256768,224,31,In Stock,2028-09-07,City Medical Supply,201.28,Rack-4 / Shelf-4,2026-03-01
STK00408,MED00408,Pantoprazole 40mg,BAT241682,252,41,In Stock,2028-03-29,City Medical Supply,628.93,Rack-19 / Shelf-7,2026-03-07
STK00409,MED00409,Amlodipine 5mg,BAT250539,165,44,In Stock,2028-10-13,MedPlus Wholesale,667.83,Rack-2 / Shelf-4,2025-12-23
STK00410,MED00410,Atorvastatin 10mg,BAT258946,265,37,In Stock,2028-05-21,HealthKart Pharma,76.83,Rack-10 / Shelf-3,2026-06-01
STK00411,MED00411,Montelukast 10mg,BAT256046,147,37,In Stock,2027-11-22,MedPlus Wholesale,620.66,Rack-10 / Shelf-5,2025-09-24
STK00412,MED00412,Levocetirizine 5mg,BAT247691,385,26,In Stock,2028-07-12,HealthKart Pharma,105.57,Rack-7 / Shelf-3,2026-07-17
STK00413,MED00413,Vitamin D3 60000IU,BAT241402,306,77,In Stock,2028-03-04,City Medical Supply,560.9,Rack-1 / Shelf-8,2025-05-31
STK00414,MED00414,ORS Sachet,BAT252209,421,21,In Stock,2027-03-26,HealthKart Pharma,659.73,Rack-19 / Shelf-7,2025-07-22
STK00415,MED00415,Dolo 650mg,BAT244234,227,53,In Stock,2028-12-27,Wellness Distributors,212.1,Rack-4 / Shelf-2,2025-12-16
STK00416,MED00416,Cough Syrup 100ml,BAT256262,455,47,In Stock,2027-05-26,Apollo Distributors,606.24,Rack-9 / Shelf-2,2025-03-23
STK00417,MED00417,Calcium 500mg,BAT242690,181,71,In Stock,2028-09-30,MedPlus Wholesale,511.33,Rack-11 / Shelf-3,2025-11-14
STK00418,MED00418,Losartan 50mg,BAT254959,171,37,In Stock,2028-06-05,City Medical Supply,473.08,Rack-3 / Shelf-6,2025-05-01
STK00419,MED00419,Rabeprazole 20mg,BAT254300,473,22,In Stock,2026-12-10,City Medical Supply,227.73,Rack-18 / Shelf-1,2025-04-02
STK00420,MED00420,Salbutamol 4mg,BAT240361,324,60,In Stock,2027-05-08,MedPlus Wholesale,413.75,Rack-8 / Shelf-4,2026-03-18
STK00421,MED00421,Paracetamol 500mg,BAT255976,240,29,In Stock,2028-12-10,MedPlus Wholesale,515.62,Rack-10 / Shelf-3,2026-04-21
STK00422,MED00422,Amoxicillin 250mg,BAT243006,325,76,In Stock,2028-02-09,MedPlus Wholesale,10.21,Rack-3 / Shelf-8,2025-10-19
STK00423,MED00423,Cetirizine 10mg,BAT245936,312,33,In Stock,2026-10-08,Wellness Distributors,484.08,Rack-20 / Shelf-7,2025-09-11
STK00424,MED00424,Ibuprofen 400mg,BAT260996,298,35,In Stock,2027-08-22,Wellness Distributors,375.08,Rack-6 / Shelf-5,2025-05-27
STK00425,MED00425,Omeprazole 20mg,BAT249672,118,76,In Stock,2028-07-14,Wellness Distributors,347.23,Rack-13 / Shelf-6,2025-10-26
STK00426,MED00426,Metformin 500mg,BAT243263,246,38,In Stock,2027-04-11,Apollo Distributors,674.34,Rack-10 / Shelf-7,2025-03-22
STK00427,MED00427,Azithromycin 500mg,BAT248206,228,40,In Stock,2028-07-08,Wellness Distributors,88.15,Rack-15 / Shelf-6,2025-08-27
STK00428,MED00428,Pantoprazole 40mg,BAT253144,58,42,In Stock,2028-08-20,MedPlus Wholesale,543.39,Rack-16 / Shelf-8,2025-09-27
STK00429,MED00429,Amlodipine 5mg,BAT247795,210,63,In Stock,2026-09-28,HealthKart Pharma,193.4,Rack-7 / Shelf-7,2026-06-30
STK00430,MED00430,Atorvastatin 10mg,BAT250690,287,69,In Stock,2027-05-24,HealthKart Pharma,292.57,Rack-15 / Shelf-7,2026-01-08
STK00431,MED00431,Montelukast 10mg,BAT241890,133,78,In Stock,2027-05-31,Wellness Distributors,511.91,Rack-11 / Shelf-1,2026-02-24
STK00432,MED00432,Levocetirizine 5mg,BAT247351,229,46,In Stock,2028-04-07,MedPlus Wholesale,378.92,Rack-4 / Shelf-6,2026-05-26
STK00433,MED00433,Vitamin D3 60000IU,BAT240752,309,54,In Stock,2028-09-07,Apollo Distributors,563.27,Rack-3 / Shelf-6,2025-04-20
STK00434,MED00434,ORS Sachet,BAT258217,180,69,In Stock,2026-11-02,Apollo Distributors,366.91,Rack-12 / Shelf-4,2026-05-12
STK00435,MED00435,Dolo 650mg,BAT253060,429,54,In Stock,2028-09-03,MedPlus Wholesale,208.81,Rack-6 / Shelf-6,2026-02-12
STK00436,MED00436,Cough Syrup 100ml,BAT258219,211,33,In Stock,2028-09-18,MedPlus Wholesale,658.49,Rack-2 / Shelf-1,2025-07-10
STK00437,MED00437,Calcium 500mg,BAT243459,481,53,In Stock,2028-01-25,Wellness Distributors,555.61,Rack-2 / Shelf-3,2026-03-09
STK00438,MED00438,Losartan 50mg,BAT247636,154,21,In Stock,2028-06-06,MedPlus Wholesale,31.37,Rack-4 / Shelf-7,2025-08-30
STK00439,MED00439,Rabeprazole 20mg,BAT248947,205,28,In Stock,2026-11-24,Apollo Distributors,59.13,Rack-14 / Shelf-1,2026-07-24
STK00440,MED00440,Salbutamol 4mg,BAT257850,380,73,In Stock,2028-05-10,MedPlus Wholesale,74.13,Rack-19 / Shelf-7,2026-04-23
STK00441,MED00441,Paracetamol 500mg,BAT250329,425,58,In Stock,2028-11-10,HealthKart Pharma,302.21,Rack-1 / Shelf-5,2026-03-13
STK00442,MED00442,Amoxicillin 250mg,BAT243366,234,32,In Stock,2027-05-27,City Medical Supply,334.21,Rack-10 / Shelf-7,2026-06-14
STK00443,MED00443,Cetirizine 10mg,BAT258482,113,46,In Stock,2027-06-11,Wellness Distributors,204.82,Rack-18 / Shelf-4,2026-01-17
STK00444,MED00444,Ibuprofen 400mg,BAT252998,8,51,Low Stock,2027-09-15,City Medical Supply,502.49,Rack-15 / Shelf-4,2025-10-09
STK00445,MED00445,Omeprazole 20mg,BAT253120,499,21,In Stock,2028-10-27,MedPlus Wholesale,317.38,Rack-16 / Shelf-2,2025-09-05
STK00446,MED00446,Metformin 500mg,BAT244811,159,41,In Stock,2028-12-06,Apollo Distributors,74.01,Rack-6 / Shelf-4,2025-05-15
STK00447,MED00447,Azithromycin 500mg,BAT259544,482,51,In Stock,2027-05-12,Apollo Distributors,105.8,Rack-20 / Shelf-8,2025-11-06
STK00448,MED00448,Pantoprazole 40mg,BAT258667,370,73,In Stock,2028-10-16,MedPlus Wholesale,48.78,Rack-16 / Shelf-5,2026-01-02
STK00449,MED00449,Amlodipine 5mg,BAT251171,159,67,In Stock,2028-12-31,MedPlus Wholesale,33.26,Rack-19 / Shelf-7,2025-05-11
STK00450,MED00450,Atorvastatin 10mg,BAT246955,2,37,Low Stock,2028-10-11,City Medical Supply,557.93,Rack-18 / Shelf-8,2026-02-21
STK00451,MED00451,Montelukast 10mg,BAT247824,491,61,In Stock,2027-07-25,Wellness Distributors,498.54,Rack-17 / Shelf-2,2025-04-16
STK00452,MED00452,Levocetirizine 5mg,BAT242639,53,47,In Stock,2027-09-18,MedPlus Wholesale,531.77,Rack-6 / Shelf-2,2026-05-07
STK00453,MED00453,Vitamin D3 60000IU,BAT243824,101,48,In Stock,2026-10-08,Wellness Distributors,350.67,Rack-17 / Shelf-8,2026-05-21
STK00454,MED00454,ORS Sachet,BAT258026,383,75,In Stock,2027-11-01,Wellness Distributors,14.41,Rack-4 / Shelf-7,2026-03-03
STK00455,MED00455,Dolo 650mg,BAT248983,368,79,In Stock,2028-02-16,HealthKart Pharma,433.65,Rack-12 / Shelf-3,2026-05-20
STK00456,MED00456,Cough Syrup 100ml,BAT246799,148,53,In Stock,2028-11-29,City Medical Supply,666.78,Rack-12 / Shelf-5,2025-12-02
STK00457,MED00457,Calcium 500mg,BAT250919,236,33,In Stock,2028-10-02,MedPlus Wholesale,121.65,Rack-16 / Shelf-1,2026-02-19
STK00458,MED00458,Losartan 50mg,BAT245026,213,31,In Stock,2027-12-24,Apollo Distributors,695.37,Rack-1 / Shelf-5,2025-08-06
STK00459,MED00459,Rabeprazole 20mg,BAT243175,96,32,In Stock,2028-03-02,Wellness Distributors,237.08,Rack-2 / Shelf-8,2025-09-30
STK00460,MED00460,Salbutamol 4mg,BAT251583,80,24,In Stock,2028-06-11,City Medical Supply,619.27,Rack-12 / Shelf-1,2025-04-12
STK00461,MED00461,Paracetamol 500mg,BAT249412,98,37,In Stock,2028-12-17,Wellness Distributors,412.45,Rack-10 / Shelf-6,2025-09-15
STK00462,MED00462,Amoxicillin 250mg,BAT248447,392,45,In Stock,2028-03-26,City Medical Supply,451.99,Rack-7 / Shelf-2,2025-10-01
STK00463,MED00463,Cetirizine 10mg,BAT247192,78,26,In Stock,2027-06-12,MedPlus Wholesale,189.95,Rack-4 / Shelf-3,2025-06-18
STK00464,MED00464,Ibuprofen 400mg,BAT252648,267,57,In Stock,2027-08-03,City Medical Supply,542.21,Rack-19 / Shelf-5,2025-03-24
STK00465,MED00465,Omeprazole 20mg,BAT260281,413,67,In Stock,2028-07-14,Wellness Distributors,152.84,Rack-1 / Shelf-4,2026-04-12
STK00466,MED00466,Metformin 500mg,BAT260249,46,79,Low Stock,2027-01-27,MedPlus Wholesale,122.05,Rack-1 / Shelf-6,2026-06-22
STK00467,MED00467,Azithromycin 500mg,BAT244588,458,23,In Stock,2028-02-04,Wellness Distributors,302.38,Rack-16 / Shelf-6,2026-02-27
STK00468,MED00468,Pantoprazole 40mg,BAT243943,256,68,In Stock,2027-05-03,City Medical Supply,280.13,Rack-13 / Shelf-8,2026-01-31
STK00469,MED00469,Amlodipine 5mg,BAT257204,159,73,In Stock,2027-07-20,City Medical Supply,62.11,Rack-20 / Shelf-4,2025-03-29
STK00470,MED00470,Atorvastatin 10mg,BAT260867,85,80,In Stock,2028-12-30,HealthKart Pharma,500.25,Rack-14 / Shelf-8,2025-11-23
STK00471,MED00471,Montelukast 10mg,BAT248309,355,70,In Stock,2028-07-31,Apollo Distributors,394.07,Rack-14 / Shelf-6,2026-05-01
STK00472,MED00472,Levocetirizine 5mg,BAT252082,12,75,Low Stock,2027-12-20,HealthKart Pharma,512.12,Rack-7 / Shelf-4,2026-01-17
STK00473,MED00473,Vitamin D3 60000IU,BAT240449,191,31,In Stock,2027-03-18,Wellness Distributors,257.81,Rack-7 / Shelf-1,2025-10-04
STK00474,MED00474,ORS Sachet,BAT243183,158,41,In Stock,2027-09-11,HealthKart Pharma,355.93,Rack-1 / Shelf-5,2026-07-14
STK00475,MED00475,Dolo 650mg,BAT255787,331,37,In Stock,2027-10-11,Apollo Distributors,697.05,Rack-9 / Shelf-5,2025-09-14
STK00476,MED00476,Cough Syrup 100ml,BAT241097,29,56,Low Stock,2028-09-03,Wellness Distributors,698.08,Rack-15 / Shelf-8,2026-05-04
STK00477,MED00477,Calcium 500mg,BAT257977,242,67,In Stock,2028-12-03,Apollo Distributors,34.43,Rack-1 / Shelf-3,2025-08-04
STK00478,MED00478,Losartan 50mg,BAT244413,376,31,In Stock,2026-11-22,Wellness Distributors,585.17,Rack-4 / Shelf-1,2025-12-16
STK00479,MED00479,Rabeprazole 20mg,BAT242142,326,65,In Stock,2027-07-17,Apollo Distributors,601.66,Rack-9 / Shelf-4,2025-08-30
STK00480,MED00480,Salbutamol 4mg,BAT240646,314,67,In Stock,2027-08-05,HealthKart Pharma,629.23,Rack-6 / Shelf-6,2025-11-09
STK00481,MED00481,Paracetamol 500mg,BAT253311,7,80,Low Stock,2027-10-30,Apollo Distributors,52.95,Rack-17 / Shelf-3,2025-07-23
STK00482,MED00482,Amoxicillin 250mg,BAT245755,136,25,In Stock,2027-11-27,Apollo Distributors,198.66,Rack-7 / Shelf-7,2026-05-04
STK00483,MED00483,Cetirizine 10mg,BAT240205,325,67,In Stock,2027-07-14,HealthKart Pharma,395.91,Rack-4 / Shelf-6,2025-12-05
STK00484,MED00484,Ibuprofen 400mg,BAT242921,290,73,In Stock,2028-03-31,Wellness Distributors,69.01,Rack-3 / Shelf-3,2025-07-23
STK00485,MED00485,Omeprazole 20mg,BAT250503,44,31,In Stock,2028-04-26,Apollo Distributors,538.57,Rack-1 / Shelf-4,2025-09-08
STK00486,MED00486,Metformin 500mg,BAT242763,191,49,In Stock,2028-09-09,MedPlus Wholesale,220.99,Rack-7 / Shelf-3,2026-02-23
STK00487,MED00487,Azithromycin 500mg,BAT249506,27,44,Low Stock,2027-02-28,HealthKart Pharma,105.17,Rack-11 / Shelf-7,2026-04-07
STK00488,MED00488,Pantoprazole 40mg,BAT249039,427,32,In Stock,2027-03-22,MedPlus Wholesale,685.66,Rack-9 / Shelf-8,2026-03-18
STK00489,MED00489,Amlodipine 5mg,BAT251737,47,51,Low Stock,2028-04-13,HealthKart Pharma,249.41,Rack-17 / Shelf-8,2025-06-02
STK00490,MED00490,Atorvastatin 10mg,BAT245686,323,63,In Stock,2026-10-06,City Medical Supply,274.89,Rack-18 / Shelf-4,2025-08-06
STK00491,MED00491,Montelukast 10mg,BAT249559,222,42,In Stock,2027-03-30,HealthKart Pharma,492.16,Rack-17 / Shelf-5,2026-06-15
STK00492,MED00492,Levocetirizine 5mg,BAT247004,262,69,In Stock,2027-05-21,MedPlus Wholesale,331.64,Rack-2 / Shelf-2,2025-11-09
STK00493,MED00493,Vitamin D3 60000IU,BAT246208,337,60,In Stock,2027-12-29,MedPlus Wholesale,331.33,Rack-11 / Shelf-6,2025-10-16
STK00494,MED00494,ORS Sachet,BAT259380,193,62,In Stock,2026-10-03,HealthKart Pharma,493.29,Rack-12 / Shelf-1,2026-05-11
STK00495,MED00495,Dolo 650mg,BAT251067,215,50,In Stock,2027-08-09,Apollo Distributors,137.48,Rack-12 / Shelf-5,2026-05-09
STK00496,MED00496,Cough Syrup 100ml,BAT246200,239,54,In Stock,2028-10-08,Apollo Distributors,311.79,Rack-20 / Shelf-8,2025-10-01
STK00497,MED00497,Calcium 500mg,BAT254353,294,64,In Stock,2028-09-16,Wellness Distributors,335.71,Rack-8 / Shelf-5,2025-07-26
STK00498,MED00498,Losartan 50mg,BAT251171,191,58,In Stock,2028-01-06,Wellness Distributors,215.72,Rack-8 / Shelf-2,2025-12-28
STK00499,MED00499,Rabeprazole 20mg,BAT248926,218,69,In Stock,2028-04-12,Wellness Distributors,418.41,Rack-6 / Shelf-3,2025-04-15
STK00500,MED00500,Salbutamol 4mg,BAT259657,153,76,In Stock,2028-08-13,City Medical Supply,145.34,Rack-19 / Shelf-3,2026-05-26
